link_config_id,edge_id,domain,from_file,to_file,relation,period,current_join,current_status,current_evidence,missing_key_or_control,target_join,owner_role,false_join_risk,integration_test_id,acceptance_criteria,stage27_prefill_scope,linked_request_ids,prefill_coverage_pct,stage27_precheck_status,official_retest_result,transaction_level_automation_allowed_stage27,stage27_connection_note,named_owner,required_datasets_accepted,primary_keys_confirmed,orphan_test,duplicate_test,totals_test,signed_reconciliation,target_retest_result,automation_status,evidence_link,next_action,release_readiness_score,stage29_action
LCFG-050,TAX-EDGE-050,Налоги/ФОТ,ЗП за март 2025.xlsx,ДДС 2025.xlsx,Payroll calculation ↔ ДДС payroll cash,2025-03,month + displayed control total,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,HR/Финансы,Высокий без obligation/ENS ID,IT-050,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-051,TAX-EDGE-051,Налоги/ФОТ,ЗП за март 2025.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2025-03,date + amount + account,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-051,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-052,TAX-EDGE-052,Налоги/ФОТ,ЗП за март 2025.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2025-03,date + amount + account,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-052,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-053,TAX-EDGE-053,Налоги/ФОТ,ЗП за март 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-053,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-054,TAX-EDGE-054,Налоги/ФОТ,ЗП за март 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-054,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-055,TAX-EDGE-055,Налоги/ФОТ,ЗП за март 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-055,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-056,TAX-EDGE-056,Налоги/ФОТ,ЗП за март 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-056,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-057,TAX-EDGE-057,Налоги/ФОТ,ЗП за март 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-057,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-058,TAX-EDGE-058,Налоги/ФОТ,ЗП за март 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-058,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-059,TAX-EDGE-059,Налоги/ФОТ,ЗП за март 2026.xlsx,ДДС 2026.xlxs.xlsx,Payroll calculation ↔ ДДС payroll cash,2026-03,month + displayed control total,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,HR/Финансы,Высокий без obligation/ENS ID,IT-059,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-060,TAX-EDGE-060,Налоги/ФОТ,ЗП за март 2026.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2026-03,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-060,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-061,TAX-EDGE-061,Налоги/ФОТ,ЗП за март 2026.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2026-03,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-061,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-062,TAX-EDGE-062,Налоги/ФОТ,ЗП за март 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-062,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-063,TAX-EDGE-063,Налоги/ФОТ,ЗП за март 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-03,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-063,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-064,TAX-EDGE-064,Налоги/ФОТ,ЗП за февраль 2025.xlsx,ДДС 2025.xlsx,Payroll calculation ↔ ДДС payroll cash,2025-02,month + displayed control total,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,HR/Финансы,Высокий без obligation/ENS ID,IT-064,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-065,TAX-EDGE-065,Налоги/ФОТ,ЗП за февраль 2025.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2025-02,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-065,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-066,TAX-EDGE-066,Налоги/ФОТ,ЗП за февраль 2025.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2025-02,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-066,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-067,TAX-EDGE-067,Налоги/ФОТ,ЗП за февраль 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-067,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-068,TAX-EDGE-068,Налоги/ФОТ,ЗП за февраль 2025.xlsx,6-НДФЛ (с 2021 года) за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-068,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-069,TAX-EDGE-069,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-069,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-070,TAX-EDGE-070,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-070,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-071,TAX-EDGE-071,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-071,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-072,TAX-EDGE-072,Налоги/ФОТ,ЗП за февраль 2025.xlsx,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,Payroll accrual ↔ tax form,2025-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-072,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-073,TAX-EDGE-073,Налоги/ФОТ,ЗП за февраль 2026.xlsx,ДДС 2026.xlxs.xlsx,Payroll calculation ↔ ДДС payroll cash,2026-02,month + displayed control total,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,HR/Финансы,Высокий без obligation/ENS ID,IT-073,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G02; REQ-ST24-G03; REQ-ST24-G05; REQ-ST24-G14,61.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-074,TAX-EDGE-074,Налоги/ФОТ,ЗП за февраль 2026.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2026-02,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-074,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G05; REQ-ST24-G14,49.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-075,TAX-EDGE-075,Налоги/ФОТ,ЗП за февраль 2026.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2026-02,date + amount + account,Не проверено построчно,"Файл имеется, но batch-level сверка не выполнена",employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-075,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G05; REQ-ST24-G14,49.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-076,TAX-EDGE-076,Налоги/ФОТ,ЗП за февраль 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-076,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G04; REQ-ST24-G05; REQ-ST24-G06; REQ-ST24-G14,57,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-077,TAX-EDGE-077,Налоги/ФОТ,ЗП за февраль 2026.xlsx,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,Payroll accrual ↔ tax form,2026-02,month/year aggregate,Частично,Месячные файлы покрывают только часть года/периметра,employee_id + income type + tax base,employer_id + employee_id + accrual_period + tax_code,HR/Бухгалтерия,Высокий без obligation/ENS ID,IT-077,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G05; REQ-ST24-G14,49.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-078,TAX-EDGE-078,Налоги/ФОТ,ЗП за январь 2025.xlsx,ДДС 2025.xlsx,Payroll calculation ↔ ДДС payroll cash,2025-01,month + displayed control total,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,payroll_batch_id / payment_type,payroll_batch_id + payment_date + employer_id,HR/Финансы,Высокий без obligation/ENS ID,IT-078,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-079,TAX-EDGE-079,Налоги/ФОТ,ЗП за январь 2025.xlsx,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Payroll rows ↔ bank registry,2025-01,date + amount + account,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-079,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-080,TAX-EDGE-080,Налоги/ФОТ,ЗП за январь 2025.xlsx,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,Payroll rows ↔ bank registry,2025-01,date + amount + account,Подтверждено,Сверка восстановлена до нулевой агрегатной разницы,employee_id / payroll_batch_id,employee_id + payroll_batch_id + bank_payment_id,HR/Финансы,Высокий без obligation/ENS ID,IT-080,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
